"ID_SERIE";"ID_WIKIDATA";"ID_IMDB";"ID_WIKIDATA_SERIE";"ID_TMDB_WIKIDATA";"TITLE";"ADULT"
"286539";"Q124286600";"tt2118178";"0";;"Fem myror är fler än fyra elefanter";"0"
"286822";"Q135298601";"tt36582176";"0";;"Winx Club: The Magic is Back";"0"
"287985";"Q130566000";"tt33306051";"0";;"Monster Shaker";"0"
"292944";"Q109392025";"tt0321030";"0";;"Ζωή πατίνι";"0"
"292972";"Q136385604";"tt31019576";"0";;"Kummeli esittää: Mökkinaapurit";"0"
"293205";"Q136325965";"tt18940344";"0";;"Dr. Seuss's Horton!";"0"
"293298";"Q136005516";"tt37202552";"0";;"Most Wanted: Teen Hacker";"0"
"293965";"Q136130260";"tt37460128";"0";;"Refollow";"0"
"294063";"Q136146031";"tt32600812";"0";;"Suga";"0"
"294766";"Q135418771";"tt37437763";"0";;"Milky☆Subway: The Galactic Limited Express";"0"
"295064";"Q135397825";"tt37520245";"0";;"E Agora, Quem Vai Ficar com a Mamãe?";"0"
"296141";"Q136304685";"tt37563402";"0";;"Metal Tears";"0"
"296263";"Q136218720";"tt37150003";"0";;"Kiss or Die";"0"
"296502";"Q136235835";"tt37137373";"0";;"Crown Prince";"0"
"296852";"Q20439645";"tt1024808";"0";;"Heidi, 15";"0"
"297058";"Q136095225";"tt37724629";"0";;"Black Sea Eyes";"0"
"297751";"Q136098253";"tt37793706";"0";;"Reborn";"0"
"298343";"Q135943614";"tt37937030";"0";;"Strip Law";"0"
"298514";"Q136023722";"tt37806493";"0";;"Mitchell and Webb Are Not Helping";"0"
"298792";"Q136098257";"tt37898478";"0";;"Queen of Tears";"0"
"299124";"Q135747753";"tt38255434";"0";;"First Lady";"0"
"299201";"Q4824734";"tt0310416";"0";;"Australian Survivor";"0"
"300241";"Q125471035";"tt30390787";"0";;"Melhor da Noite";"0"
"300258";"Q134467915";"tt36595665";"0";;"Los Hilos Del Pasado";"0"
"300284";"Q96985144";"tt6929194";"0";;"Dreamworks Happy Holidays from Madagascar";"0"
"300292";"Q134177746";"tt36625953";"0";;"Werwölfe – Das Spiel von List und Täuschung";"0"
"300348";"Q3529669";"tt6271708";"0";;"Le petit lion";"0"
"300367";"Q85787687";"tt10900376";"0";;"Namah Laxmi Narayan";"0"
"300407";"Q4900022";"tt0429316";"0";;"Beyond River Cottage";"0"
"300430";"Q16020581";"tt4138414";"0";;"Señales del fin del mundo";"0"
"300486";"Q130541250";"tt34387194";"0";;"Lion's Roar";"0"
"300493";"Q1581310";"tt0140740";"0";;"Hans Meiser";"0"
"300518";"Q10271811";"tt2364308";"0";;"Bom Dia & Cia";"0"
"300640";"Q108760759";"tt13952664";"0";;"The Village is Gossiping";"0"
"300734";"Q135987903";"tt29083283";"0";;"Pojken i Grannhuset";"0"
"300898";"Q12317595";"tt0315676";"0";;"How Bad Can It Be?";"0"
"300956";"Q18333947";"tt0203272";"0";;"Tjocka släkten";"0"
"301001";"Q136406007";"tt31078757";"0";;"Mrs Playmen";"0"
"301096";"Q121998157";"tt35535620";"0";;"Tamasha";"0"
"301258";"Q130470580";"tt5244362";"0";;"Färjan";"0"
"301261";"Q715731";"tt0243694";"0";;"デジモンアドベンチャー02";"0"
"301375";"Q10541134";"tt0285376";"0";;"Jul i Kapernaum";"0"
"301423";"Q10681168";"tt0220272";"0";;"Stora skälvan";"0"
"301437";"Q135923519";"tt37982027";"0";;"Ålderskris med Keyyo & Rheborg";"0"
"301497";"Q22262481";"tt7551060";"0";;"Soudkyně Barbara";"0"
"301506";"Q31071009";"tt27898956";"0";;"Lost";"0"
"301713";"Q23906515";"tt5118920";"0";;"Boowa et Kwala";"0"
"301733";"Q7761085";"tt0060019";"0";;"The Road Runner Show";"0"
"301809";"Q136385136";"tt34888633";"0";;"Red Alert";"0"
"301846";"Q115813167";"tt23129280";"0";;"Becoming Abi";"0"
"301848";"Q21161422";"tt4952454";"0";;"Mighty Bug 5";"0"
"301851";"Q116609814";"tt16867040";"0";;"Cunk On Earth";"0"
"301857";"Q65950099";"tt26738929";"0";;"Achmaz";"0"
"301898";"Q135062416";"tt38547620";"0";;"The Ghosts";"0"
"301976";"Q10455857";"tt0463263";"729749";;"Coachen";"0"
"301979";"Q18289723";"tt0310451";"0";;"Familjen";"0"
"301980";"Q19060107";"tt0124939";"0";;"Dagar med Knubbe";"0"
"301983";"Q18289751";"tt0390704";"0";;"Fem dagar i december";"0"
"301989";"Q18290286";"tt0094472";"404200";;"Guld!";"0"
"301992";"Q10426034";"tt0367280";"0";;"Bank für alle";"0"
"302005";"Q133252244";"tt33060122";"0";;"Rascal Does Not Dream of Santa Claus";"0"
"302024";"Q124545914";"tt4684914";"0";;"Konsten att få sin mamma att gråta";"0"
"302085";"Q121592872";"tt30626025";"0";;"Hagamannen";"0"
"302154";"Q1930542";"tt0137325";"0";;"De stratemakeropzeeshow";"0"
"302227";"Q24211299";"tt5982274";"0";;"Big Brother's Bride";"0"
"302235";"Q123085188";"tt1043622";"0";;"NZZ Format";"0"
"302297";"Q30141499";"tt3285846";"0";;"Valg i Kommunen";"0"
"302323";"Q124799321";"tt16425302";"0";;"The Missus Downstairs";"0"
"302421";"Q55614577";"tt8427140";"0";;"Into the Dark";"0"
"302427";"Q240345";"tt9907044";"0";;"Miss Marple";"0"
"302469";"Q51343647";"tt3814344";"0";;"J-FLICKS";"0"
"302477";"Q11681389";"tt0280315";"0";;"El Secreto";"0"
