"ID_PERSON";"ID_WIKIDATA";"ID_IMDB";"ID_WIKIDATA_PERSON";"ID_TMDB_WIKIDATA";"NAME";"ADULT"
"3034586";"Q6317487";"nm0185917";"1518454";;"Justin Craig";"0"
"3056099";"Q124830848";"nm13569311";"3056099";;"Oleksii Hnatkovskyi";"0"
"3069818";"Q111438640";"nm0865660";"0";;"Irmeli Toivanen";"0"
"3071230";"Q4125778";"nm1373029";"5396416";;"Christopher Windom";"0"
"3081915";"Q130354589";"nm0239192";"0";;"Evgeniy Dubasov";"0"
"3110970";"Q134904545";"nm1025365";"0";;"Fred Tallaksen";"0"
"3119416";"Q62019062";"nm0240040";"0";;"Martin Dudeck";"0"
"3128207";"Q107109035";"nm12358379";"3128207";;"Kim Su-gyeom";"0"
"3172936";"Q124728658";"nm11000752";"0";;"Yasmani Stambader";"0"
"3173918";"Q95709406";"nm7756264";"0";;"Tanja Hirner";"0"
"3183664";"Q13560876";"nm0915156";"0";;"Heather Watts";"0"
"3187637";"Q1771279";"nm14651305";"0";;"Maryam Mirzakhani";"0"
"3198065";"Q95877086";"nm9542179";"3198065";;"Mario Fuchs";"0"
"3212210";"Q507503";"nm3580506";"0";;"Steve Lee";"0"
"3215868";"Q136228854";"nm8586018";"0";;"Kitt Walker Johansson";"0"
"3244984";"Q106808277";"nm9881399";"0";;"Falaque Rashid Roy";"0"
"3253032";"Q115861492";"nm12980545";"2100331";;"Filipp Voronin";"0"
"3258049";"Q136456009";"nm10658952";"3258049";;"Kenneth Lavíll";"0"
"3289401";"Q29871317";"nm0412098";"0";;"Vladimir Ivanov";"0"
"3293976";"Q8963434";"nm5362529";"3430459";;"Guo Zhen Ni";"0"
"3317403";"Q136481392";"nm10533511";"3317403";;"Djilali Sari";"0"
"3322935";"Q109669685";"nm12439078";"0";;"Matrick Mondre Belton";"0"
"3342898";"Q95227927";"nm7474679";"0";;"Daniel Andreas Sager";"0"
"3352252";"Q134697082";"nm13018759";"3352252";;"Alex Fine";"0"
"3380052";"Q101565";"nm1777147";"1243948";;"Heinz Schröder";"0"
"3414602";"Q123136589";"nm12648153";"0";;"Louisa Binder";"0"
"3425021";"Q104840967";"nm6252683";"3425021";;"Zahra Lfil";"0"
"3445465";"Q16525624";"nm2069461";"0";;"Akai Draco";"0"
"3458231";"Q10366878";"nm1477924";"98282";;"Saige Ryan";"0"
"3484588";"Q28058600";"nm10134969";"3484588";;"Mehdi Baki";"0"
"3507817";"Q131547645";"nm11495560";"0";;"Park Yoon-ho";"0"
"3524488";"Q111511846";"nm12943729";"0";;"Aya Selim";"0"
"3534344";"Q28920282";"nm0426671";"0";;"James Francis Johnston";"0"
"3552763";"Q123670711";"nm9056865";"0";;"Jawy Mendez";"0"
"3579953";"Q131840620";"nm2253880";"0";;"Sylvester Madu";"0"
"3604160";"Q136471011";"nm0594354";"3604160";;"Megan Miyahira";"0"
"3621354";"Q124596370";"nm13051475";"0";;"Balázs Jakab";"0"
"3657134";"Q56025848";"nm1638143";"1541155";;"Tara Lee";"0"
"3686766";"Q25423482";"nm10275362";"3686766";;"Roya Mirelmi";"0"
"3712192";"Q63929253";"nm13118763";"3712192";;"Brendan Clarke-Smith";"0"
"3727933";"Q2386801";"nm2932109";"0";;"Ian Watkins";"0"
"3729395";"Q116978789";"nm13536380";"3729395";;"Ameena Green";"1"
"3736224";"Q100867482";"nm10126971";"0";;"Toshihiko Sano";"0"
"3737142";"Q3505564";"nm0312188";"0";;"Susan Gelb";"0"
"3743052";"Q114681330";"nm1903155";"2327217";;"Juan Felipe Cano";"0"
"3753120";"Q4482426";"nm0270874";"0";;"Natalia Feklenko";"0"
"3814942";"Q105704384";"nm13899107";"3814942";;"Yuina";"0"
"3818544";"Q119997711";"nm0771175";"0";;"Georg Scheu";"1"
"3882631";"Q127951263";"nm13203470";"0";;"Nil Sude Albayrak";"0"
"3907987";"Q42432136";"nm3447726";"0";;"Sean Loucks";"0"
"3925856";"Q16016482";"nm1885403";"1320795";;"Magnús Blöndal Jóhannsson";"0"
"3965318";"Q122454643";"nm10185839";"0";;"Samira Khan Mahi";"0"
"3982002";"Q136455994";"nm10520725";"3982002";;"Edmundo Velarde";"0"
"3985939";"Q42419137";"nm0890445";"0";;"Gina Vasic";"0"
"4023714";"Q42413192";"nm0480935";"0";;"Rick LaFond";"0"
"4049137";"Q136446522";"nm14326004";"4049137";;"Selva Lapiedra";"1"
"4069798";"Q4440211";"nm1186346";"0";;"Elena Starodub";"0"
"4105965";"Q375308";"nm7254840";"4000203";;"Jason Moran";"0"
"4131602";"Q1239100";"nm9353034";"7522";;"Don Edwards";"1"
"4163555";"Q61880";"nm9337022";"4163555";;"Vlastimil Hort";"0"
"4216864";"Q124260801";"nm6823048";"0";;"Blake Cameron James";"0"
"4218018";"Q111828543";"nm8387300";"4218018";;"Lorie Wallick";"0"
"4223405";"Q136483936";"nm15164834";"4223405";;"Gojira-kun";"0"
"4255037";"Q113737784";"nm15572429";"0";;"Jan Rathje";"0"
"4262171";"Q28058484";"nm13783886";"3887998";;"Lorena Schuett";"0"
"4274455";"Q102250506";"nm1348426";"0";;"Nicole Neal";"0"
"4308557";"Q115272237";"nm13029148";"0";;"Johannes Winkel";"0"
"4361319";"Q115056992";"nm9637577";"0";;"Heidi Switch";"1"
"4377909";"Q118130726";"nm13788269";"0";;"Cherlyn Wagstaffe";"0"
"4401624";"Q136472511";"nm9149593";"0";;"Su Ling Chan";"0"
"4420975";"Q114102180";"nm11212529";"0";;"Salif Gueye";"0"
"4474172";"Q2421754";"nm1293540";"0";;"Andy Madadian";"0"
"4481381";"Q78302484";"nm13701799";"0";;"Ella Beatty";"0"
"4493210";"Q107033474";"nm9792605";"0";;"Hanna Jarman";"0"
"4501502";"Q134416697";"nm1470070";"4501502";;"Aleksandr Filatov";"0"
"4604898";"Q126039183";"nm15527922";"4604898";;"Annie King";"1"
"4632066";"Q7141866";"nm2468194";"0";;"Pascual Romero";"0"
"4655895";"Q42329392";"nm0121328";"0";;"Michael T. Burgess";"0"
"4703971";"Q3992158";"nm0492457";"0";;"Todd Lawhorne";"0"
"4724613";"Q15515855";"nm3317453";"0";;"Michael Kupperman";"0"
"4757346";"Q42344723";"nm7696830";"0";;"Sean Collier";"0"
"4763385";"Q110065357";"nm1186821";"0";;"Stefan Evertz";"0"
"4801733";"Q4142429";"nm2818174";"0";;"Lyudmila Golubkina";"0"
"4847206";"Q28413382";"nm9154556";"2508559";;"Lee Ying-hung";"0"
"4851962";"Q1148071";"nm14884596";"1832332";;"Juraj Hartík";"0"
"4889523";"Q130348542";"nm13190469";"0";;"Nina Lung";"0"
"4991983";"Q117354634";"nm9862974";"0";;"Malou Marnfeldt";"0"
"4998262";"Q3385553";"nm0415045";"0";;"Pierre Jaconelli";"0"
"5173417";"Q7160519";"nm1240504";"5173417";;"Peggy Norman";"0"
"5299407";"Q6828932";"nm1701563";"0";;"Michael Burgess";"0"
"5319198";"Q2427759";"nm2834178";"0";;"Thomas Trüschler";"0"
"5395414";"Q24572144";"nm12551052";"0";;"Prakash Varma";"0"
"5421528";"Q126389846";"nm1209702";"0";;"Julio Ferrez";"0"
"5421528";"Q56753984";"nm1209702";"0";;"Julio Ferrez";"0"
"5487337";"Q1604798";"nm2082619";"5487337";;"Simon King";"0"
"5503036";"Q133501355";"nm17056081";"0";;"Lamberto Mosca";"0"
"5503649";"Q5241106";"nm0929900";"988800";;"David William";"0"
"5533327";"Q7319237";"nm0493575";"0";;"Rex Layne";"0"
"5539783";"Q135859493";"nm17435408";"0";;"Mohamett derman";"0"
"5544872";"Q4929610";"nm1235421";"990800";;"Genaro Vasquez Nevares";"0"
"5555512";"Q136399829";"nm1846479";"0";;"Rhian Blythe";"0"
"5579467";"Q124372856";"nm12540537";"0";;"Robert Bentele";"0"
"5579469";"Q125599484";"nm10079992";"0";;"Shonee Bowtell";"0"
"5579471";"Q135903090";"nm12772758";"0";;"Lisa Holmes";"0"
"5580450";"Q130319364";"nm16372162";"5580450";;"Dakota Doll";"1"
"5614159";"Q117848043";"nm12340948";"0";;"Lizge Cömert";"0"
"5627919";"Q18009103";"nm0864500";"0";;"Konstantin Titov";"0"
"5706192";"Q63438223";"nm1565061";"0";;"Nadia Shepherd";"0"
"5720051";"Q15914412";"nm11530439";"0";;"Tan Yu";"0"
"5736327";"Q115728345";"nm13250084";"5736327";;"Nwaoha Chioma Blessing";"0"
"5736747";"Q152953";"nm0169003";"5736747";;"Fanny Cogan";"0"
"5737445";"Q3081820";"nm0751798";"5737445";;"Mathias Rust";"0"
"5737514";"Q101133881";"nm1049663";"5737514";;"Ellie Conrad-Leigh";"0"
"5744237";"Q5525113";"nm1554660";"5744237";;"Gary Gauger";"0"
"5749799";"Q132745875";"nm17511979";"0";;"Eliška Sládečková";"0"
"5754810";"Q113126867";"nm1731346";"0";;"Kelli R. Brown";"0"
"5756227";"Q110404487";"nm10357495";"0";;"Malu Mattar";"0"
"5759280";"Q133464775";"nm7984952";"0";;"Carmine DeVita";"0"
"5763878";"Q9318467";"nm8998285";"0";;"Sean Pai";"0"
"5764770";"Q888007";"nm2467472";"0";;"Robert Ehrlich";"0"
"5767512";"Q4100430";"nm3334128";"0";;"Sergei Pekhletsky";"0"
"5770595";"Q41201533";"nm7417298";"0";;"Sergey Malozyomov";"0"
"5771290";"Q63211055";"nm1430807";"0";;"Michael David Turner";"0"
"5772765";"Q124080595";"nm7814998";"0";;"Flore Pensaert";"0"
"5774007";"Q17537192";"nm2773746";"0";;"Stephan Wilke";"0"
"5776143";"Q126709563";"nm0171414";"0";;"Tracy Coley";"0"
"5780031";"Q19521656";"nm4858165";"0";;"Irina Pavlova";"0"
"5786343";"Q24844311";"nm0358169";"0";;"Steve Hamilton";"0"
"5786532";"Q3322452";"nm11581814";"0";;"Monty Ben";"0"
"5789261";"Q6790793";"nm3337899";"0";;"Matthew Kennedy";"0"
"5793728";"Q106766027";"nm0870444";"0";;"Margaret Tracey";"0"
"5793761";"Q5530855";"nm0394718";"0";;"Gen Horiuchi";"0"
"5793933";"Q26234192";"nm0481038";"0";;"Robert LaFosse";"0"
"5796373";"Q84540";"nm0932895";"0";;"Charles Paul Wilp";"0"
