"ID_PERSON";"ID_WIKIDATA";"ID_IMDB";"ID_WIKIDATA_PERSON";"ID_TMDB_WIKIDATA";"NAME";"ADULT"
"1030427";"Q124401963";"nm0757260";"1030427";;"Jay David Saks";"0"
"1035897";"Q4982338";"nm0257709";"1081840";;"Rebecka Teper";"0"
"1037124";"Q47498337";"nm1197257";"0";;"Edward H. Hamm Jr. 	";"0"
"1037332";"Q22102143";"nm0123202";"1037331";;"Jim Burroughs";"0"
"1060081";"Q28749126";"nm2922572";"1060081";;"Johnny Pemberton";"0"
"1067168";"Q25483983";"nm1983120";"1067168";;"Siti Elizad";"0"
"1075194";"Q111603349";"nm0330763";"1075194";;"Rosa Gore";"0"
"1077504";"Q16304328";"nm5434984";"1259401";;"Thanya Phowijit";"0"
"1079527";"Q12227898";"nm0252756";"1079527";;"Ali El Scherif";"0"
"1083161";"Q136461647";"nm0931400";"1083161";;"Norman Williams";"0"
"1086556";"Q136487787";"nm1171799";"1086556";;"Marinela Chelaru";"0"
"1088478";"Q28776274";"nm6246266";"0";;"Jorge Martínez";"0"
"1103602";"Q134355628";"nm0614964";"1103602";;"Gina Murray";"0"
"1120747";"Q20897566";"nm0593949";"1120747";;"Gajendra Kumar Mitra";"0"
"1131195";"Q4157391";"nm3293566";"1131195";;"Andrey Dementev";"0"
"1131742";"Q538692";"nm0451998";"1131742";;"Bakhtyar Khudojnazarov";"0"
"1135781";"Q4417793";"nm0955815";"0";;"Mimi Chu Mai-Mai";"0"
"1143559";"Q15711484";"nm5434119";"1143559";;"Sathish Krishnan";"0"
"1155144";"Q6986802";"nm0022748";"1155144";;"Naftali Alter";"0"
"1159680";"Q136497690";"nm1017942";"0";;"Kosha Engler";"0"
"1164362";"Q10311261";"nm0722877";"1769577";;"João Ribeiro";"0"
"1169045";"Q15071123";"nm0501188";"2912025";;"Aleksandr Lemberg";"0"
"1169828";"Q104653699";"nm1901728";"0";;"Emily Topper";"0"
"1172464";"Q114080333";"nm2621891";"0";;"Jeremy Berg";"0"
"1173756";"Q124829619";"nm1967631";"0";;"Yue Ming";"0"
"1179474";"Q7394832";"nm2144999";"1179474";;"Nabila Huda";"0"
"1189774";"Q16358882";"nm4405464";"0";;"Jānis Kubilis";"0"
"1194788";"Q712615";"nm4288541";"1194788";;"Jasmine Curtis-Smith";"0"
"1195008";"Q20688800";"nm2907974";"0";;"Paco Wong Hing-Nam";"0"
"1199649";"Q130335167";"nm0211348";"0";;"Clara Aparicio de Rulfo";"0"
"1203180";"Q61070211";"nm0051046";"1203180";;"Menyhért René Balog-Dutombé";"0"
"1215014";"Q55868192";"nm0749993";"0";;"Stacy Rukeyser";"0"
"1217224";"Q3002075";"nm0858657";"1217224";;"Craig Thomas";"0"
"1220980";"Q136459832";"nm0863481";"1220980";;"Vincent Tilsley";"0"
"1223164";"Q234255";"nm1552853";"0";;"Cecily von Ziegesar";"0"
"1226178";"Q472895";"nm1392578";"1581740";;"Alexander O'Neal";"0"
"1226384";"Q6129702";"nm0073790";"73078";;"James Berg";"0"
"1229171";"Q8022592";"nm0663925";"1229171";;"Willy Parsons";"0"
"1230543";"Q16211199";"nm5067037";"1143401";;"Alan Watt";"0"
"1233450";"Q434536";"nm1506549";"0";;"Tiffeny Milbrett";"0"
"1235443";"Q5239571";"nm0777196";"1219703";;"David Schwartz";"0"
"1237589";"Q7252956";"nm0272075";"1237589";;"Prudence Fenton";"0"
"1238754";"Q7821845";"nm3035860";"0";;"Luke Bartelme";"0"
"1245723";"Q136461603";"nm0572461";"1245723";;"Luther McLaurin";"0"
"1247112";"Q9207051";"nm3561327";"0";;"Patrick Lee";"0"
"1247503";"Q7611841";"nm1584127";"1247503";;"Steve Backshall";"0"
"1251703";"Q1687883";"nm0908703";"1171502";;"Jerry Wallace";"0"
"1254953";"Q136461524";"nm0841923";"1254953";;"Gabe Swarr";"0"
"1257286";"Q18084450";"nm5111520";"0";;"Дena Borshch";"0"
"1257416";"Q4698718";"nm1926617";"1257416";;"Airi Taira";"0"
"1258817";"Q6088254";"nm1078158";"0";;"Ali Uyandıran";"0"
"1260818";"Q136465494";"nm0628281";"1260818";;"Susan Kendall Newman";"0"
"1261294";"Q2443844";"nm0667641";"1161012";;"Duplikat";"0"
"1262228";"Q136361140";"nm3941557";"1262228";;"Tiffany Lonsdale";"0"
"1265064";"Q48757564";"nm2910885";"1265064";;"Bruno Dequier";"0"
"1269847";"Q136479629";"nm0503815";"1269847";;"Ivan Lerskiy";"0"
"1270416";"Q988393";"nm2722184";"1241174";;"Suvanant Kongying";"0"
"1271047";"Q4680993";"nm0322284";"1271047";;"Adda Gleason";"0"
"1277574";"Q16138546";"nm3802763";"1277574";;"Pudit Choksangeam";"0"
"1285424";"Q18204975";"nm2713006";"1139345";;"Mark Albiston";"0"
"1288810";"Q505932";"nm0047437";"1288810";;"Paul Bailey";"0"
"1289296";"Q6273718";"nm0907897";"52702";;"Jonathan Walker";"0"
"1295417";"Q20445094";"nm4535657";"1295417";;"Kim Jong-soo";"0"
"1299281";"Q69697161";"nm4300257";"2482161";;"Park Min-jeong";"0"
"1305568";"Q16073354";"nm1056505";"1305568";;"Leslie Holmes";"0"
"1308085";"Q5610411";"nm0169311";"958927";;"David Cohen";"0"
"1309282";"Q6180299";"nm1339184";"113579";;"Jeong Yun-cheol";"0"
"1310471";"Q12742412";"nm1616439";"1310471";;"Tony Bulandra";"0"
"1314860";"Q16837254";"nm5325802";"3342204";;"Jordi Roca";"0"
"1319034";"Q16203254";"nm5726243";"1319034";;"Rob McClure";"0"
"1330692";"Q30082983";"nm5686622";"1330692";;"Mohamed Saïd Hafifi";"0"
"1331564";"Q115863341";"nm1235342";"1331564";;"Geoff Malone";"0"
"1333252";"Q136437904";"nm8679126";"1333252";;"Baek Se-ri";"0"
"1336878";"Q5054043";"nm1382630";"0";;"Catt Sadler";"0"
"1345978";"Q111607556";"nm1618065";"0";;"Vivienne Vernes";"0"
"1357811";"Q136472932";"nm0627617";"1357811";;"Frank Newburg";"0"
"1358277";"Q104878067";"nm1357360";"1358277";;"Charles Olden";"0"
"1359192";"Q455962";"nm0972539";"0";;"Ann Mui Oi-Fong";"0"
"1366358";"Q23815354";"nm0172258";"1366358";;"David Collins";"0"
"1371690";"Q2555351";"nm6713005";"1371690";;"Divaldo Pereira Franco";"0"
"1372115";"Q19593662";"nm0179901";"1372115";;"Malcolm Cork";"0"
"1374601";"Q9001158";"nm0481694";"1338553";;"Newton Lai Hon-Chi";"0"
"1380346";"Q63413348";"nm0132367";"1380346";;"David Campbell";"0"
"1386550";"Q96275027";"nm4868196";"0";;"Subhrajit Dutta";"0"
"1400894";"Q136483632";"nm0226768";"1400894";;"Salvo Di Liberto";"1"
"1402257";"Q95789942";"nm1429668";"2361592";;"Jaroslav Vaculík";"0"
"1404362";"Q18647293";"nm0617995";"225915";;"Paul Møller";"0"
"1407468";"Q5196851";"nm0611320";"1407468";;"Cutie Mui Siu-Wai";"0"
"1418612";"Q4321483";"nm0632554";"1418612";;"Boris Nirenburg";"0"
"1434724";"Q6067718";"nm2074506";"0";;"Esra Kızıldoğan";"0"
"1437273";"Q136340032";"nm0267693";"1437273";;"William A. Farley";"0"
"1440557";"Q136379075";"nm4287886";"1440557";;"Luka Popadić";"0"
"1443416";"Q136480317";"nm0070424";"1443416";;"Ghaouti Bendedouche";"0"
"1446509";"Q136443060";"nm9227528";"1446509";;"Mohamed Nadir Azizi";"0"
"1449879";"Q136443069";"nm0070176";"1449879";;"Rachid Benallal";"0"
"1452391";"Q6811310";"nm3346060";"1452391";;"Melanie Marnich";"0"
"1460548";"Q136472703";"nm1769390";"1460548";;"Blair Kitchen";"0"
"1464794";"Q113999999";"nm1026093";"0";;"Kevin P. Kearns";"0"
"1479878";"Q547039";"nm2406693";"1479878";;"Simon Schaffer";"0"
"1482430";"Q6176167";"nm3071694";"1482430";;"Jeffrey Meldrum";"0"
"1489004";"Q16264709";"nm6296785";"1489004";;"Yoshihiro Osugi";"0"
"1491642";"Q1901715";"nm0679430";"1491642";;"Markus Pfeiffer";"0"
"1496026";"Q19664222";"nm0809727";"1496026";;"Rob Smith";"0"
"1497406";"Q112895040";"nm0508873";"1497406";;"Marek M. Libkow";"0"
"1499528";"Q22696303";"nm0592066";"1499528";;"Carlos Miranda";"0"
"1501066";"Q54728085";"nm1553592";"0";;"Mathieu Guthschmidt";"0"
"1501120";"Q120696858";"nm4413080";"1501120";;"Min Kim";"0"
"1509802";"Q312529";"nm0557504";"1509802";;"Luis Masson";"0"
"1511127";"Q63346974";"nm2272272";"1511127";;"Maya Washington";"0"
"1512026";"Q10325571";"nm1655556";"1512026";;"Rana Azadivar";"0"
"1516653";"Q136482242";"nm4059675";"1516653";;"Katerina Laspa";"0"
"1533117";"Q16734076";"nm4808460";"0";;"Sooraj Pancholi";"0"
"1537550";"Q4697042";"nm0822418";"1537550";;"Aileen Stanley Jr.";"0"
"1544899";"Q99510391";"nm6605271";"1544899";;"Daphné Hérétakis";"0"
"1551856";"Q4913513";"nm0957847";"0";;"Billy Zoom";"0"
"1558236";"Q11835782";"nm2363321";"997691";;"Mercedes Le Anza";"0"
"1563355";"Q17093581";"nm5440063";"0";;"Kristin Grue";"0"
"1563493";"Q6260373";"nm0852627";"1192070";;"John Taylor";"0"
"1570190";"Q22670409";"nm0151589";"0";;"Frances Chaney";"0"
"1575916";"Q115431560";"nm4580224";"1575916";;"Diana Zamojska";"0"
"1578684";"Q6118147";"nm2323966";"0";;"Jax Smith";"0"
"1585809";"Q136468763";"nm3257820";"1585809";;"Alexander Würtz";"0"
"1590389";"Q4014932";"nm1578876";"936486";;"Vitale De Stefano";"0"
"1598708";"Q136412943";"nm1770430";"1598708";;"Erika Fischer-Laughlin";"0"
"1601823";"Q131862996";"nm1212670";"0";;"Julián Chytil";"0"
"1607401";"Q31189059";"nm3008716";"0";;"Ayçıl Yeltan";"0"
"1608207";"Q4779120";"nm3370537";"0";;"Aparajita Ghosh Das";"0"
"1610854";"Q6380645";"nm4099478";"1610854";;"Kayne Tremills";"0"
"1611360";"Q6371104";"nm2615347";"0";;"Karith Foster";"0"
"1611362";"Q5605934";"nm2029442";"0";;"Greg Lukianoff";"0"
"1611614";"Q24640139";"nm2847100";"0";;"Tiffany Hsiung";"0"
"1616202";"Q70996232";"nm2228220";"0";;"Valdemar Winge Leisner";"0"
"1621513";"Q21504184";"nm0499679";"0";;"Christian Lehmann";"0"
"1632081";"Q4246877";"nm0474761";"0";;"Yevgeniy Kumankov";"0"
"1642209";"Q136487937";"nm2269317";"0";;"Guja Quaranta";"0"
"1653905";"Q6798105";"nm4266738";"1653905";;"Mayumi Yoshida";"0"
"1663806";"Q2330684";"nm0237446";"1663806";;"Chris Dreja";"0"
"1667058";"Q18637484";"nm6682883";"0";;"Ian Schneider";"0"
"1672218";"Q133254053";"nm2579453";"1672218";;"Mirela Nicolau";"0"
"1673348";"Q1683478";"nm0732715";"1077412";;"Jared Robinsen";"0"
"1675037";"Q114778333";"nm0829519";"0";;"John Stewart";"0"
"1682795";"Q2889673";"nm5207142";"0";;"Vin Abrenica";"0"
"1688026";"Q3026242";"nm0730630";"0";;"Diane Robert";"0"
"1688870";"Q117209777";"nm2885977";"0";;"Rebecca Steele";"0"
"1700395";"Q7368813";"nm3591507";"0";;"Roshan Ranawana";"0"
"1709416";"Q63272832";"nm0247097";"103193";;"Jeff Eagle";"0"
"1713218";"Q5577171";"nm0523585";"1713218";;"José Luis Lozano";"0"
"1717305";"Q113960386";"nm11241676";"0";;"Kristoffer Graci";"0"
"1728296";"Q2381353";"nm0847042";"60757";;"Yumi Takada";"0"
"1728586";"Q95757231";"nm0473247";"0";;"Mario Krüger";"0"
"1732408";"Q315262";"nm2850550";"0";;"Simon Sebag-Montefiore";"0"
"1738724";"Q105071957";"nm5464664";"0";;"Özge Sezince Varley";"0"
"1739476";"Q1035717";"nm1564163";"0";;"Sári Herrer";"0"
"1744060";"Q111650228";"nm8176068";"1744060";;"Neha Shetty";"0"
"1746717";"Q383442";"nm0057024";"0";;"Lima Barreto";"0"
"1749098";"Q17012064";"nm0798697";"0";;"George Silver";"0"
"1753337";"Q82670120";"nm4119272";"0";;"Nicolas Guiot";"0"
"1753832";"Q115418086";"nm8015454";"1753832";;"Joseph Strickland";"0"
"1753981";"Q50825486";"nm4879420";"0";;"Finn Roberts";"0"
"1759543";"Q3757108";"nm0761137";"1759543";;"Vittorio Sancisi";"0"
"1763183";"Q136458207";"nm0888869";"1763183";;"Joyce van der Veen";"0"
"1765507";"Q15524998";"nm0236392";"3891646";;"John Doyle";"0"
"1794770";"Q68761416";"nm7163383";"0";;"Alex Jayne Go";"0"
"1795865";"Q104721165";"nm5008630";"0";;"Savonna Spracklin";"0"
"1798969";"Q117862748";"nm5548623";"0";;"George Sikharulidze (II)";"0"
"1806424";"Q12611431";"nm0497871";"3786245";;"Lee Mi-young";"0"
"1807110";"Q28657249";"nm0057402";"0";;"Pamela Barrie-Rose";"0"
"1809108";"Q3341002";"nm1927176";"0";;"Nicole Avril";"0"
"1817559";"Q136457692";"nm1817563";"1817559";;"Macarena Miguel";"0"
"1818058";"Q135418750";"nm0856554";"1818058";;"Robert Tetrick";"0"
"1818464";"Q136305031";"nm0549020";"1818464";;"Peter Markus";"0"
"1819508";"Q106651217";"nm1575421";"1819508";;"Sirine Saba";"0"
"1826731";"Q5981541";"nm8652300";"0";;"Ian Flynn";"0"
"1834148";"Q13024106";"nm10301990";"1834148";;"Lapisara Intarasut";"0"
"1835261";"Q84699008";"nm9233478";"0";;"Anjali Anand";"0"
"1835529";"Q18021679";"nm0785367";"0";;"Antônio Serra";"0"
"1840302";"Q95813231";"nm3174660";"1840302";;"Eddy Scheuzger";"0"
"1846327";"Q64549219";"nm3388880";"0";;"Joshua Kilimnik";"0"
"1850434";"Q5300963";"nm0865007";"0";;"Doug Toby";"0"
"1856856";"Q136475157";"nm8903788";"1856856";;"Chanel Skye";"1"
"1866697";"Q136446775";"nm9870898";"1866697";;"Bunnie Hughes";"1"
"1867394";"Q6389503";"nm2016945";"0";;"Kenn Woodard";"0"
"1879282";"Q3659633";"nm0596573";"0";;"Carlo Molfese";"0"
"1879516";"Q38460234";"nm0441022";"1879516";;"Shalini Pandey";"0"
"1890742";"Q55402068";"nm8449126";"0";;"Paulina Hobratschk";"0"
"1895812";"Q55391744";"nm8966059";"1895812";;"Maria Dębska";"0"
"1896655";"Q1043628";"nm2619536";"0";;"Carmen Butta";"0"
"1899699";"Q4616928";"nm3206480";"0";;"Maja Lunde";"0"
"1905185";"Q6660160";"nm4768327";"1905185";;"Liz Goldwyn";"0"
"1906002";"Q105840330";"nm1843538";"0";;"Jimmy Warden";"0"
"1908005";"Q136471386";"nm15935401";"1908005";;"Han Seol-hwa";"0"
"1910617";"Q118780177";"nm7595796";"1910617";;"Freya Kreutzkam";"0"
"1913920";"Q11531280";"nm8412510";"1285657";;"Hana Matsumoto";"0"
"1922520";"Q124352145";"nm7090186";"0";;"Scarlett Rayner";"0"
"1929194";"Q55736058";"nm9449669";"1929194";;"Hong Kyung";"0"
"1937977";"Q136461420";"nm2841097";"1937977";;"Andy Newbery";"0"
"1945398";"Q4516248";"nm0158165";"0";;"Aleksandr Chirov";"0"
"1956014";"Q111883421";"nm0352161";"0";;"André Haber";"0"
"1956393";"Q6011572";"nm4899930";"1956393";;"Durukan Çelikkaya";"0"
"1962743";"Q32858476";"nm7184175";"0";;"Johan Fasting";"0"
"1963232";"Q116587343";"nm8141945";"0";;"Mesut Can Tomay";"0"
"1969635";"Q109727012";"nm1754337";"0";;"Simge Selçuk";"0"
"1978071";"Q56604953";"nm2282319";"4024480";;"Helmut Fischer";"0"
"1986435";"Q24705716";"nm7672392";"0";;"Olaf S. Müller";"0"
"1990761";"Q99162";"nm2102228";"0";;"René Oltmanns";"0"
"1992092";"Q17362678";"nm0399076";"0";;"Ray Wong Chi-Wai";"0"
"2022035";"Q135205802";"nm0255470";"2022035";;"Bob Elmore";"0"
"2025257";"Q2365511";"nm7324514";"2025257";;"Aleksandr Kabakov";"0"
"2035825";"Q7631267";"nm1910815";"0";;"Subhasish Mukherjee";"0"
"2041913";"Q56186782";"nm1472482";"2041913";;"Christos Dimopoulos";"0"
"2045219";"Q4141130";"nm0324268";"0";;"Vaso Godziashvili";"0"
"2045571";"Q1905235";"nm2791713";"0";;"Martin Wenzl";"0"
"2045936";"Q39367614";"nm2447200";"0";;"Ingo Behring";"0"
"2048465";"Q7295170";"nm0619841";"1350956";;"Rasoul Najafian";"0"
"2049795";"Q12841425";"nm0449345";"1485045";;"Loghman Kärimov";"0"
"2072067";"Q85576897";"nm8805150";"2072067";;"Ceren Taşçı";"0"
"2074862";"Q12843036";"nm0025023";"0";;"Nail Aliyev";"0"
"2074867";"Q12837445";"nm0577279";"0";;"Bayandur Mehdiyev";"0"
"2087779";"Q1904662";"nm0636890";"0";;"Martin Nowak";"0"
"2088014";"Q51668917";"nm0118878";"0";;"Roza Budantseva";"0"
"2089666";"Q135106678";"nm2520680";"2089666";;"Alina Grey";"1"
"2109186";"Q136449964";"nm6267187";"0";;"Ekaterina Sakharova";"0"
"2133197";"Q124691776";"nm0948062";"2472832";;"Ying Gao";"0"
"2133336";"Q60992347";"nm9177055";"0";;"Yutian Wang";"0"
"2135521";"Q133187989";"nm8651400";"0";;"Bára Anna Stejskalová";"0"
"2139016";"Q52191446";"nm7792623";"1758876";;"Caroline Sweet";"1"
"2142617";"Q6076632";"nm3114483";"1112587";;"Fulya Zenginer";"0"
"2162217";"Q11781839";"nm1593487";"2162217";;"Mirosław Kropielnicki";"0"
"2173325";"Q62383676";"nm7731519";"0";;"Philip Birnstiel";"0"
"2178437";"Q136497372";"nm0528760";"2178437";;"Mercedes Lynn";"1"
"2190097";"Q86911142";"nm6342794";"0";;"Funda Bostanlık";"0"
"2203028";"Q16676394";"nm3894022";"0";;"Evgeniy Miller";"0"
"2203382";"Q541962";"nm2812076";"0";;"Jeff Minter";"0"
"2203836";"Q104155891";"nm5120769";"0";;"Brooke Star";"0"
"2203837";"Q104155935";"nm5170743";"0";;"Chelsea Summer";"0"
"2214581";"Q128122338";"nm6951315";"2214581";;"Vera Bulder";"0"
"2252495";"Q11383814";"nm1448766";"0";;"Osamu Sato";"0"
"2255064";"Q25633826";"nm2111761";"0";;"Olivia Love";"1"
"2256413";"Q95189247";"nm1128825";"0";;"Barbara Heck";"0"
"2260306";"Q126590725";"nm10473698";"0";;"Marica Chanel";"1"
"2269073";"Q104683871";"nm4306338";"0";;"DJ Chacha";"1"
"2282527";"Q125887867";"nm3632124";"2282527";;"Alvaro Correia";"0"
"2293564";"Q4218151";"nm0440564";"0";;"Ivan Kashirin";"0"
"2296639";"Q322788";"nm0994487";"0";;"George Pratt";"0"
"2305927";"Q4113117";"nm0900533";"2305927";;"Yuri Vladimirov";"0"
"2310639";"Q16051840";"nm2884145";"1265707";;"Amir Nouri";"0"
"2314960";"Q135532765";"nm0734305";"2314960";;"Sean Rocks";"0"
"2316886";"Q30946269";"nm7226382";"3635685";;"Yixiao Wen";"0"
"2321373";"Q136457673";"nm0406408";"2321373";;"Arena Ibarra";"0"
"2372085";"Q136437526";"nm2362761";"2372085";;"Sierra Lynn";"1"
"2373931";"Q15066272";"nm0947259";"0";;"Gennadiy Egorov";"0"
"2384048";"Q123126708";"nm7170326";"0";;"Jawad Sharif";"0"
"2435497";"Q3196312";"nm2074723";"1457929";;"Kiarash Anvari";"0"
"2439646";"Q6187575";"nm0824002";"0";;"Sotos Stavrakis";"0"
"2442602";"Q16212395";"nm6121753";"0";;"Nikunj Malik";"0"
"2455767";"Q594702";"nm0797702";"0";;"Anton Sikharulidze";"0"
"2476882";"Q6063755";"nm2906353";"2476882";;"Oya Okar";"0"
"2478022";"Q64869165";"nm3213376";"4148040";;"Pavlos Kourtidis";"0"
"2479890";"Q75977130";"nm9992429";"0";;"Haley Elizabeth Anderson";"0"
"2503483";"Q132124576";"nm3061272";"0";;"Melisa Mendini";"1"
"2504726";"Q17991403";"nm1193114";"1722124";;"Hiroshi Kobayashi";"0"
"2509029";"Q6421592";"nm5521920";"2509029";;"Klára Kolouchová";"0"
"2522392";"Q42749892";"nm3309669";"0";;"Christian Denice";"0"
"2541555";"Q84500563";"nm5221865";"0";;"Vincent Fontano";"0"
"2569584";"Q136448625";"nm9319867";"2569584";;"Mikael Lacko";"0"
"2588453";"Q116795904";"nm7864981";"0";;"Martina Roura";"0"
"2590642";"Q7490811";"nm0143536";"0";;"Shaun Casey";"0"
"2606345";"Q2179933";"nm0553854";"0";;"Steve Martini";"0"
"2629282";"Q97546925";"nm4024369";"0";;"Andrei Vagin";"0"
"2638973";"Q32001113";"nm7363022";"0";;"Inua Ellams";"0"
"2648396";"Q115102432";"nm10538218";"2412962";;"Rosy McEwen";"0"
"2664479";"Q6207463";"nm0815544";"0";;"Jock Soto";"0"
"2685322";"Q24302198";"nm1101377";"0";;"Millard Arnold";"0"
"2698827";"Q25430856";"nm5603285";"0";;"Margrete Soug Kåset";"0"
"2711087";"Q70204294";"nm6382656";"2261789";;"Mahmoud Reda";"0"
"2736211";"Q1260610";"nm0767796";"0";;"Jessica Savitch";"0"
"2736910";"Q120671835";"nm10455206";"0";;"Elisa Hipólito";"0"
"2751095";"Q27565211";"nm4276649";"0";;"Norbert Ortner";"0"
"2765191";"Q17626534";"nm1076145";"0";;"Cedric Burnside";"0"
"2781948";"Q87749630";"nm2755883";"0";;"Uwe Müller";"0"
"2803327";"Q85973055";"nm5684687";"0";;"Alireza Raeisi";"0"
"2812353";"Q5429553";"nm1248962";"1302988";;"Fahimeh Rastkar";"0"
"2814756";"Q136489068";"nm6217639";"2814756";;"Nicole Santiago";"0"
"2829122";"Q16262629";"nm2955255";"1044943";;"Yoon Sung-ho";"0"
"2834300";"Q57210895";"nm10172353";"0";;"Maurice Greene";"0"
"2908366";"Q16209968";"nm2323237";"0";;"Anita Khalatbari";"0"
"2909972";"Q135495788";"nm10975426";"0";;"Albina Korzh";"0"
"2913377";"Q27042206";"nm4738950";"0";;"Jayne McLendon";"0"
"2936433";"Q2073333";"nm2577400";"0";;"Peter D'Souza";"0"
"2946708";"Q106097275";"nm8240209";"2177055";;"Chandler Queenan";"0"
"2959295";"Q2076564";"nm2204340";"134227";;"Kaltoum el Fan";"0"
"2965672";"Q23905951";"nm1654304";"0";;"Nadine Lang";"0"
"2974309";"Q101421778";"nm5002070";"0";;"Tucké Royale";"0"
"2974709";"Q3325435";"nm1019100";"0";;"Chayito Valdez";"0"
"2990780";"Q47198165";"nm0901900";"0";;"Karin von Aroldingen";"0"
"3006361";"Q56359947";"nm8912776";"0";;"Kourosh Soleimani";"0"
