"ID_MOVIE";"ID_WIKIDATA";"ID_IMDB";"ID_WIKIDATA_MOVIE";"ID_TMDB_WIKIDATA";"TITLE";"ADULT";"ID_MOVIE_ERASE_WIKIDATA_ID"
"6004";"Q106718321";"tt0490133";"6004";;"Prisoners";"0";NULL
"10570";"Q1429114";"tt0091060";"10570";;"Flodder";"0";NULL
"39893";"Q1891905";"tt0059496";"39893";;"The Nanny";"0";NULL
"48489";"Q2353378";"tt0783798";"48489";;"The Sin";"0";NULL
"54842";"Q138498936";"tt0074624";"54842";;"The Hero";"0";NULL
"72681";"Q138583833";"tt0076955";"72681";;"The Ming Patriots";"0";NULL
"92983";"Q4157228";"tt0056982";"92983";"Q4157228)";"Strictly Business";"0";NULL
"93759";"Q138508649";"tt0187497";"93759";;"Shaolin Vengeance";"0";NULL
"110536";"Q138465339";"tt0280716";"110536";;"Guitarras lloren guitarras";"0";NULL
"136488";"Q22126745";"tt2073156";"136488";;"Friends After 3.11";"0";NULL
"140471";"Q114634668";"tt2055593";"140471";;"Becoming Redwood";"0";NULL
"153760";"Q138507603";"tt2136937";"153760";;"Furyō shōnen 3, 000-ri no sō-ban (atama)";"0";NULL
"161350";"Q138532753";"tt0198631";"161350";;"Land of the Brave";"0";NULL
"170924";"Q3842093";"tt0095562";"170924";;"Macho Dancer";"0";NULL
"183167";"Q3424148";"tt0206877";"183167";;"Lava Kusa";"0";NULL
"188600";"Q135689145";"tt3144562";"188600";;"Awakening Dust";"0";NULL
"188991";"Q133798572";"tt0087419";"188991";;"Hollywood Out-takes and Rare Footage";"0";NULL
"214469";"Q1662329";"tt1664673";"0";;"Infekt - Wie sieht das Ende der Welt aus";"0";NULL
"246219";"Q134599149";"tt0141163";"246219";;"Hollywoodism: Jews, Movies and the American Dream";"0";NULL
"260732";"Q138568433";"tt0199164";"260732";;"Mysterious Footworks of Kung Fu";"0";NULL
"260743";"Q17061991";"tt8076966";"260743";;"Kalavaram";"0";NULL
"263741";"Q5375010";"tt0247315";"263741";;"En Thangai";"0";NULL
"264173";"Q7785399";"tt8052464";"264173";;"Thirunelveli";"0";NULL
"271829";"Q7543926";"tt0258972";"271829";;"The Smart Alec";"1";NULL
"277883";"Q6669761";"tt1499272";"0";;"London";"0";NULL
"281466";"Q138604133";"tt3743044";"281466";;"This Ain't Boardwalk Empire XXX";"1";NULL
"293648";"Q135689102";"tt4385956";"293648";;"El patio de mi casa";"0";NULL
"300152";"Q138495826";"tt1488145";"300152";;"The Pay Train";"0";NULL
"306157";"Q27981624";"tt0268345";"306157";;"Hamrahi";"0";NULL
"307001";"Q138581230";"tt11600938";"307001";;"Jungle Block";"0";NULL
"311683";"Q135717380";"tt0838269";"311683";;"La central";"0";NULL
"314125";"Q106764814";"tt0156547";"314125";;"Fröhliche Chaoten";"0";NULL
"321396";"Q42296322";"tt1679562";"321396";;"Die drei Gesichter der Tamara Bunke";"0";NULL
"323646";"Q135689105";"tt3741670";"323646";;"The last magician: O Bilembambudín";"0";NULL
"324005";"Q18786719";"tt6821932";"324005";;"Sutrula";"0";NULL
"325822";"Q138568149";"tt0079281";"325822";;"The Cannibals";"0";NULL
"346122";"Q130979751";"tt0224825";"346122";;"Loving Was His Sin";"0";NULL
"350113";"Q22974957";"tt0312847";"350113";;"Last Stop";"0";NULL
"350168";"Q16978962";"tt0333663";"350168";;"Rose Motel";"0";NULL
